no,text
4530,"Mình nghi đây là MV có nhiều lượt Không thích rồi. Tệ quá. Chị nen làm binh hoa thôi chứ đừng làm con chim sơn_ca, vì binh hoa không_thể thanh_sơn ca được đâu"
4531,"ủa có kinh lắm đâu, có mấy cái nốt nhấn bị chói tai thôi chứ giọng đâu đến mức báo nói -. -"
4532,Em bị nghiện luôn hay quá hôm nào em cũng xem
4533,Chị pu hát hay quá: 3 tới giờ em còn nghe < 3 < 3
4534,Thế_mà nó vẫn dám hát được. Nể thật. KHÔNG còn từ gì để nói :cười_ra_nước_mắt:
4535,ai noi bai nay dao we don ' tôi talk thi dung co lech han vao ma xem nhe
4536,"nói một_cách chính_xác thì we dont talk anymore có lượt lượt xem tăng hẳn khi ST ra chúng_ta không thuộc về nhau! ơ mà nghe bài chúng_ta không thuộc về nhau hay ở giai_điệu bài sôi_động,..."
4537,"Chị đã làm được rất nhiều, rất nhiều hơn hẳn Hương_Tràm. Chị bước chân vào showbiz trước cả khi Hương_Tràm được mọi người biết đến. Không ai có quyền làm chị nhụt trí cả. Đừng chỉ đọc những comment vô_tâm và không có suy_nghĩ, hãy để_ý đến cả những con_người luôn dõi theo chị. Làm_ơn hãy tiêp tục ước_mơ của chị. Mãi yêu < 3"
4538,Bài này chỉ nghe một lần thôi. Sẽ không có replay đâu.
4539,"Tại_sao ngta ghét bài này nhỉ, tôi thấy cũng khá catchy một_cách nào đo"
4540,TỪ HÔM_NAY ANH ƠI Ở LẠI vì EM SAI RỒI ANH XIN_LỖI EM ĐI: ) )
4541,lúc ráp giống bài hát Fire - BTS giiống không cần chỉnh luôn
4542,"Một ngày theo ước_tính tăng khoảng hơn 100k views. Cứ đà này thì mục_tiêu 100M views còn xa_vời lắm. Tốt nhất đừng nói trước điều gì, nói trước coi_chừng bước không qua. Cứ lẳng_lặng âm_thầm mà ủng_hộ, giới_thiệu anh_em bạn_bè quốc_tế là đủ: )"
4543,bạn em nói mấy người nghe bài này là trẻ trâu: ) )
4544,Tuyệt_vời pu ơi ra nhiều bài hát nữa nhé mặc_kệ mấy đua không biết suy_nghĩ làm gì cho mệt
4545,mỗi chi_tiết xô vào bồn nước thôi đã thấy thất_vọng rồi....
4546,Sao lắm không thích thế tôi thấy bình_thường mà = ) )
4547,Chúng_ta đã có 1 Pickleball = 3 triệu 910 đồng
4548,bật phụ_đề tiếng anh lên rùi trả_lời mình đi
4549,cũng không thích anh Tùng lắm nhưng nhiều bài anh sáng_tác cũng rất hay: ) ) ) )
4550,- Dạo này không thấy mặt Tùng đâu hết nhỉ = ) ) )
4551,Oil nhà Phạm_Anh_Duy đi đánh banh cùng anh Quí :cười_ra_nước_mắt: :cười_ra_nước_mắt: :cười_ra_nước_mắt:
4552,chị hát hay mà sao hương tràm lại trê nhỉ
4553,Có mỗi câu hát đi hát lại Giai_điệu giống bài We don ' tôi talk anymore -. -
4554,Tôi nghĩ những đứa không thích là fan Hương_Tràm là nhiều
4555,Thích: Mèo_Simmy_Cô_Ngân Siro_Sammy cá_mập Phong_Cận_Hà_Thảo Linh_TÔI - Gaming_Rap nhất!
4556,vì thích nên nghe chứ không phải có ý_định tăng lượt xem. nghe đã thiệt
4557,Đứng ở góc_độ một khán_giả nghe nhạc tôi góp_ý nhẹ vài ý_kiến.. Thứ nhất: xét về hình_ảnh.. trong mv này nhìn Chi mặc một_vài trang_phục nhìn rườm_rà và lạc mốt quá.. không bắt_mắt.. không được thời_trang như phong_cách trước giờ của Chi_Thứ 2: giọng Chi nói_chung không phải là hát không được.. cũng biế nhịp nhưng giọng hát còn phổ_thông quá.. chưa có điểm đặc_biệt nên không gây được ấn_tượng.. Thứ 3: là bài hát để bắt_đầu lấn_sân làm ca_sĩ Chi nên chọn bài kỹ hơn.. phù_hợp với chất giọng và nên chọn bài có_thể gây ấn_tượng hơn với khán_giả.. cần lựa_chọn bài kỹ hơn để hát vì bài này ca_từ không có gì dặc sắc.. không ấn_tượng được.. Ý_kiến cá_nhân!!
4558,"mọi người đừng vào MV we dont ' tôi talk anymore nói nữa, bọn họ rất ghét đấy! Tôn_trọng họ đi người Việt_Nam @!!!!!!!!!!!!!!!!!!"
4559,"Em ủng_hộ chị, cố_gắng lên chị nhé, đừng suy_sụp trước giông_bão, mà chị hãy là cơn lốc vòi_rồng cho em, cuống bay cơn bão, em yêu chị < 3 < 3. < 3"
4560,"Ngta sáng_tác ra bản remix này đã bít rồi, nhưng ngta xem như là ST copy nhạc thôi, chắc bên nước_ngoài cũng không kiện gì đâu"
4561,"Ad tùng em ủng_hộ ad, mong MV của ad càng_ngày_càng nhiều người xem, Antifan nó sao kệ họ, đừng bận_tâm họ thích soi kệ họ, sky tin ad, không phải như những gì Antifan nói. chúc ad ngày_càng nhiều có những bài hát, MV mới và được nhiều người thích"
4562,do bét ma oi cha hiểu gì hết vậy cung ra mv ton tien
4563,"Những thứ này làm hư_hỏng 1 thế_hệ, làm mất đi giá_trị tốt_đẹp của 1 môn thể_thao lành_mạnh"
4564,Tùng ơi.... Cố lên Sky ơi.... Say oh yeah :dấu_chiến_thắng: :dấu_chiến_thắng: :dấu_chiến_thắng:
4565,We don ' tôi talk anymore ( phiên_bản lồng_tiếng việt ) - MTP ahihi = ) ) ) ) )
4566,Cứ 10 comment là có 5 coment là của người nước_ngoài
4567,sky ơi tiếp tuc cài đi SAY OH YEAH - - -
4568,Tôi nói thật luôn. Nghe cái bài này chẳng hiểu cái đéo gì cả.
4569,chị Sammy đào và mèo Sim my ráp hay quá ạ
4570,có phải đây là mv có lượt xem nhanh nhất youtue việt không ( sau bài vợ ngta thì phải )
4571,"Hóng viétub chả biết cái bài hát này nói về gì luôn, cái khúc đang lên thì hạ tông xuống đột_ngột, ức_chế vãi chưởng"
4572,Hây bân ít ợp VIỆT_NAM rap ver... okay.. Army_Ổn. _.
4573,"Chorus: Anh hẹn em Pickleball_Ta vờn nhau Pickleball_Tay vợt bên dưới hông Anh đập banh, đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball_Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball. Verse: Chơi bao_nhiêu nhưng em nhắc anh Em không dễ_dàng Không nên tia em, tia trái banh Thua game, rời em Không được lơ_là đưa chân quá gần Hãy kiềm_chế nào! Thua mà 5 lần, em sẽ nằm trên anh ( Ý anh là điểm mà! ) Pre_Chorus: Thế_nào là hơn thua Thế_nào là mình ganh_đua Em focus vào tâm_trí anh chưa? Vừa thắng liền tham_lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào ….. Chorus: Anh hẹn em Pickleball_Ta vờn nhau Pickleball_Tay vợt bên dưới hông Anh đập banh, đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball_Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball_Verse 2 Pick it up. Pick it up. Pick it up Your ball Aim at me now Take that Smack that Holla back at me You came for it Let me hit you back Bang bang bang bang bang bang bang It sounds really bad Better look up Or I will catch up … and Sheesh! Pre_Chorus: Thế_nào là hơn thua Thế_nào là mình ganh_đua Em focus vào tâm_trí anh chưa? Vừa thắng liền tham_lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào ….. Chorus: Anh hẹn em Pickleball_Ta vờn nhau Pickleball_Tay vợt bên dưới hông Anh đập banh, đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball_Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball_Post_Chorus_Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về ( Down the line ) Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về Ta chỉ gặp chơi Pickleball … Chơi xong về …"
4574,Nghe thì cũng được. Nhưng nghe xong nó không để lại cảm_giác gì. Nhạt_nhẽo
4575,"Tôi chân_thành cảm_ơn Quí! Chuyện là tôi có một thằng bạn bị thực_vật và không dậy được, bạn ấy bị vậy suốt 3 năm qua. Và tôi đang lướt youtube thì tôi vô_tình mở bài hát của Quí lên, thì bạn ấy đã vô_tình đứng dậy được và tắt nhạc của bạn đi. :há_hốc:"
4576,Lên topppppp lại sau bài sinh_nhật free fire :cười_rơi_nước_mắt: :cười_rơi_nước_mắt: :cười_rơi_nước_mắt: :cười_rơi_nước_mắt:
4577,để chuẩn_bị 20 - 11 nên nhiều người mới xem BBBB
4578,Tôi thấy hay mà sao mọi người và các trang đưa lên nói_xấu vậy. Ai thấy hay giống tôi thì thích
4579,"bài này không đến_nỗi, Không thích là do ý_kiến cá_nhân của mọi người hay_là đú vậy: )"
4580,Xem quảng_cáo Pepsi xong quay lại đây có ai như mình không.
4581,thắc_mắc: nếu không nghe hết bài có tính là 1 lần xem không????
4582,"Cảm_ơn, nhạc này để tra_tấn mấy đứa mình ghét :đầu_lâu_xương_chéo: ️ :đầu_lâu_xương_chéo: ️ :đầu_lâu_xương_chéo: ️"
4583,""" Nếu bạn đang có 1 ngày tồi_tệ cũng chả sao, vì bài này còn tồi_tệ hơn """
4584,"Theo mình thấy lượt thích và lượt xem thì ST thua chắc rồi, chỉ hơn được cái không thích thôi. ai thấy đúng giơ tay cái = ) )"
4585,135 không thích mẹ ơi thích cũng nhìu mà không thích cũng không kém
4586,sky ơi. say oh yeah!!!...... yeah yeah cái đéo. mày mày
4587,hình_như lưot lượt xem giãm hẳng đi thì phải: (: (
4588,MẤY BẠN ĐƠN_GIẢN CHỈ NGHE NHẠC THÔI CÓ ĐƯỢC KHÔNG: D
4589,_son tung dung dien thoai oppo dang sông thanh pho sai gon
4590,thế cốt_truyện là sơn tùng thất_tình nên bị thần_kinh thành nhà bác_học điên à xàm vãi cả lúa
4591,Tôi bây_giờ thường nghe bài này không phải vì nó quá hay nhưng trong bài hát này tôi thấy câu_chuyện của chính mình
4592,Rap nhân_văn quá nghe mà tôi tưởng tiếng.... à mà thôi
4593,Thấy đoạn đầu hơi xàm. Đến đoạn gần cuối thấy hay hơn hẳn :cười_toe_toét:
4594,chị nên tập chung cải_thiện diễn_xuất đi rồi sẽ có ngày ngta công_nhận chị là diễn_viên. hãy làm thật tốt 1 mảng thay_vì mảng nào kg biết 1 tý. knet trc giờ rất độc_mồm chị không nên sang thị trg hàn đâu vì chị. người rất ghét người ĐNA
4595,Fan_Hoàng xuân Vinh chúc anh Tùng Núi_Thành công: vậy
4596,chúng_ta không talk any more tùng puth MTP = ) )
4597,TÔI sẽ bật cái bài này lên khi tôi 1v1 với thằng nào đó để nó cho mình win cách dễ nhất
4598,Mấy thằng mà thông_tin không công_bố??? Chờ để chạy_chọt hay gì???
4599,Cảm_ơn Đỗ_Phú_Quý nhờ bài hát này tôi mới biết bạn là ai. Đẹp_trai hát hay nhạc nghe cát chi và rất_chi_là nhân_văn trong việc giúp đời giúp người lướt cmt toàn bại_liệt táo_bón cụt tay câm_điếc đều được chữa lành một_cách thần_kỳ. vi diệu vi diệu
4600,Tôi phải công_nhận là anh tùng này chịu_khó học_hỏi đấy chứ = ) ) ) ) ) khéo vài năm nữa anh lại gom cả cái Kpop vào một MV thì bỏ_mẹ :la_hét_sợ:
4601,thằng này cứ như là đắp phốt vô mặt để nổi á
4602,MV mang ý_nghĩa chỉ tạo được con_người nhưng không tạo ra được trái_tim
4603,"2024 nghe lại thấy hoài_niệm quá, niệm phật"
4604,hết đêm nay 80 triệu ai đag cày. chấm thích phát: )
4605,"Cố lên Chi_Pu, mới chỉ là bắt_đầu thôi. :mỉm_cười: :mỉm_cười: :mỉm_cười:"
4606,Hương_Tràm mặc đồ kín kín lại khi đi hát đi rồi nhận_xét hát ra sao. Tư_cách. Mới_đây lại ăn_mặc hở_hang đi hát. Thật là chả giống văn_hoá người VIỆT_NAM tí nào.
4607,"Thành_lập từ năm 1957, không biết_bao_nhiêu thế_hệ ăn đồ bẩn ròi"
4608,"Quá chán. Nghe chán lắm í. Chipu đã thành_công trong các lĩnh_vực kia thì chỉ nên thế thôi. Sang âm_nhạc để làm gì để có cái MV như thế_này. Rồi thêm vụ "" nâng ngực "". Ngày_xưa tự_tin khoe lép. Pttm không sao nhưng thấy thích Chipu ngày_xưa. Azzzz"
4609,những hình xăm trên những ngon tay của st giống_hệt những hìh xăm trên nhung ngon tay của GD
4610,"- Lời bài hát vô_nghĩa - MV cũng vô_nghĩa - Giọng hát bt, non và nói thật là không hay. Klq nhưng em đóng film cũng gượng_gạo nữa. Chị nghĩ em nên chuyên_tâm làm hot girl, người_mẫu quảng cái thì hơn."
4611,TÔI lạy Nhạc ám_ảnh. Thảm_hoạ âm_nhạc. Lên show mình đẹp zai chứ hát như đấm vào tai... Lạy.
4612,Tuy mình chẳng có ý gì đâu nhưng mình nghĩ Chipu không nên hát cho lắm! Chỉ là ý_kiến cá_nhân thôi nhé
4613,"Gần tết 2022 :pháo_sáng: rồi, 5 năm trôi qua nhanh thật"
4614,con 4tr luot xem hà tung oi sky oii rah zo koii nhiu zo jk SKY vai ngay nua hà. :dấu_hôn: :vỗ_tay: :vỗ_tay: :vỗ_tay: :thích: :trái_tim_mũi_tên: :trái_tim_lớn_dần: :trái_tim_lấp_lánh: :trái_tim_ruy_băng: :hai_trái_tim: :vỗ_tay:0 :vỗ_tay:1 :vỗ_tay:2 :vỗ_tay:3 :vỗ_tay:4 :vỗ_tay:5 :vỗ_tay:6 :vỗ_tay:7 :vỗ_tay:8 :vỗ_tay:9 :vỗ_tay:0 :vỗ_tay:1
4615,"Darling nhà Hùng_Huỳnh qua ủng_hộ MV mới của anh Quí đây ak, chúc anh gặt hát nhiều thành_công sau lần trở_lại này :trái_tim_đỏ:"
4616,nếu đàm vĩnh_hưng là ông hoàng nhạc việt thì sơn tùng là ông hoàng nhạc trẻ việt
4617,xin_lỗi vì không_thể nghe hết. nhưng_mà khúc trên mây cứ tưởng phim tôn ngộ không hồi đó = ) )
4618,"Cần hit thì nên đầu_tư vào âm_nhạc, lời, giai_điệu hơn, mv đẹp lung_linh nhưng phần nhạc quá chán. và chắc_chắn là nên hợp_tác với nhạc_sĩ Việt ấy, bài hát do mấy ông Hàn sáng_tác nhảm lắm. thề. có sự thất_vọng Không hề nhẹ"
4619,"Mẹ tôi thường nói tôi nên bỏ chơi xoay bút, và lúc tôi đang tranh_cãi với mẹ thì em hàng_xóm mở vid quay bút ghép nhạc này vào. Và tôi đã bỏ chơi xoay bút và tập_trung học_hành và giỏi hơn. Cảm_ơn"
4620,Người ta hát có không không không cở nào thì cũng thấy hay còn con chipu thì khỏi nói sỉ_nhục con gà luôn mà
4621,sao lại thấy cái lũ không thích theo phong phong_trào là sao bộ tụi bây nốn lừng nê sao
4622,không cần ra thỳ em cũng thuộc lời rồi mấy bác ạ phong_cách sáng_tác của st là lặp_đi_lặp_lại câu tựa đề thêm mấy câu ú_ớ :đau_khổ: :đau_khổ: :cười_đỏ_má: :cười_đỏ_má: :cười_đỏ_má: :cười_toe_toét: :cười_toe_toét: :cười_tươi_mắt_to:
4623,hỏi chuyện tý phút 3: 46 trên tay Sếp_Tùng là TIM à?
4624,sai quá sai.. bắt_đầu đã sai rồi chi pu ơi.. sai ở đây là sai ở chổ không biết chọn bài hát.. giọng chi pu cũng ổn.. chỉ có_điều bài hát không hay thôi.. mong chi pu lần sau hãy lựa_chọn kỹ bài hát...
4625,"Ai là Sky thì khuyên chân_thành không nên thích mấy cmt chúc ST thành_công nhé, đá đểu đó không phải chúc thật đâu."
4626,Sky bớt xồn lại đi Bỏ ra 5 phút không cuồng MTP ngồi xem thử We don ' tôi talk anymore coi thử giống không... Sự_thật đã rành_rành rồi. Đừng tự phủ_nhận nữa: ) )
4627,từ giờ đến Tết chúng_ta cố_gắng để được 100tr lượt xem nhé.... cố lên cộng_đồng Sky :cơ_bắp: :cơ_bắp: :cơ_bắp: :cơ_bắp:
4628,"Con_Số ấn_tượng đã kích_thích tính tò_mò rồi: ) nhưng công_nhận người khác xa với những ca_sỹ khác, ca_sỹ khác người dập khuôn, xem. 2 lần đã chán, còn ông này cứ nghiện nghiện: )"
4629,Chúng_ta không thuộc về nhau đã thống_lĩnh BXH Nhaccuatui! Yepp
4630,"Không cần biết nhạc anh sao, nhưng lượt xem anh cao hơn bài hát của anh Ali luôn, trong khi bình_luận bên video anh Ali toàn khen hay, mà 3 tháng rồi lượt xem vẫn thấp hơn bài hát của anh. Nên quan_trọng mấy đứa chê anh vẫn nghe nhạc anh, nên ngày nào lượt xem cũng tăng: ) )"
4631,Hay: ) ) Tuyệt_Vời.. Beat_Hay_Lời_Hay Nội_dung hay: ) )
