,text
32020,Hãy. ........
32021,BMọi người ơi Mọi người hãy Thả tim cho cô nương là lời zing me nhé
32022,"Rap hay quá, đừng bh rap nữa nhó"
32023,Ngầu thật 😎😎
32024,Hero team hát rap hai nhất
32025,SIRO nhìn mà ko nhận ra luôn á !!
32026,tui tính siro
32027,Đù ghê vậy
32028,"Fan simmy, mistervit"
32029,Hero team rep hay quá
32030,Gao bạc × cô ngân Sammy×phong
32031,Mọi người căng quá
32032,❤️❤️❤️❤️❤️
32033,Anh Siro và chị simmy rap đỉnh nhất luôn
32034,meo simmi dep pua😍😍
32035,Hero teem hay hon co ngan ga
32036,Phút 1:22 hay :)))
32037,Hayquá
32038,Mỗi RIKAKi rap nghe hay
32039,Thật sự là tui xem đi xem lại chỉ là để nghe chị Sim rap thuii ý:((( mê xỉu
32040,1:29
32041,Đang top 3 mà
32042,Em rất là thích hero team!
32043,"I like vietnam music, thank you much😍"
32044,"Teom
cô ngân nan cức :(   TEOM SYMMY cố LÊm :)"
32045,ui đẹp trai thề anh phong
32046,He go tiêm cố lên He go tiêm thán ti
32047,Siro rap hay qua
32048,Em thich hero team rap Nhất
32049,Ai là fan của hero thì dơ tay lên
32050,Hay qua
32051,Fan simmy
32052,Em sẽ chọn hero
32053,Bài này hay hơn những bài rap khác
32054,Mèo simmy và Sammy rap hay quá
32055,Anh toàn tây nè hihi
32056,Mong bài rap lên top 1
32057,Nút cho ai chọn Hero Team
32058,Hay quá!!!!
32059,hay'
32060,"Ô,sao mọi lại cãi nhau.Chúng ta đều giống nhau mà.Mỗi người đều có tài năng cả đừng so sánh nhau.Em xin đấy.Em ko thích nhìn thấy mọi người cãi nhau"
32061,hero team chât chơi ngươi dơi hơn 🎮 ooo ngon đung hero team tao cho lên đồn
32062,Beat thì rất đỉnh rap thì rất dở...
32063,gao lên top
32064,.
32065,Bác gấu là nhất
32066,😒😒😒😒
32067,Lên tọp 1 nào
32068,Hu hu Phong phát cơm tró cho tui ăn :(((
32069,Map gi tao lao đáng ra sam đâu voi cô ngân moi đúng tư nhi cô ngân hai lằn luôn
32070,Cô ngân😗
32071,Anh siro rap hay nhờ
32072,Mèo simmy hát hay thế mà lại bảo rap dở
32073,Tui ghét kairon nhất tong đây
32074,hay quá đi à <3
32075,Garena ơi hãy cho lại chế độ thủ zombie đi
32076,Hay quá
32077,Hero Team 😊😊😊😊😊
32078,3:17
32079,hay quáaaaaaaaaaaaaaaa
32080,🖒🖒🖒🖒🖒🖒🖒🖒🖒🖒👌👌👌🖖🖖🤘🤘🖑🖑🖐🖐✊✊✋👊💣💣💣💥💣💣
32081,Fan hero đâu rùi cho hero team 1 like
32082,Ai ko đc xem ko
32083,Hay
32084,Em thich Hero team
32085,"Cô Ngân rap dở thấy bà, rap còn dở hơn chị Sim nữa"
32086,Rdgt&
32087,Rdftf em không muốn
32088,chống mặt quá 😵
32089,Cái này là ý kiến của mình mình thấy khúc ráp của anh vịt dóng như là khúc rap chong hero tem đại chiến ff
32090,BOm tấn simmy và cô ngân
32091,cái j cũng là hẻo team
32092,😍😍😍😍😍
32093,Hay quá like
32094,HERO TEAM 😍😍😍😍😍😍😍😍😍
32095,anh siro voi anh mr vit rap hay qua di
32096,Yggzhhjjg 👤👅😾🌶️
32097,Có AS khum m.n
32098,từ yêu sắc yếu đến
32099,từ yêu sắc yếu đến
32100,dạ
32101,từ yêu sắc yếu đến
32102,Mèo simmy hay quá
32103,Trời đất! T đang nghe cái gì vậy trời :))) tấu hài cực mạnh
32104,Em tháy bài  thât hay
32105,"Hero team rap hat hay qua c
😎😎😎"
32106,Rap trầm cm vậy mà trẻ trâu cứ khen
32107,Trẻ trâu
32108,simmy rap hay quá
32109,Cố gắng cày view lên top 1 thôiiiiiiiiijj
32110,cố lên qong cân
32111,Top 19Kia
32112,Tôi là Hokage của làng free fire 😂😂😂
32113,fan hero
32114,chất @HERO TEAM
32115,hero team
32116,"các chị em
cứddo"
32117,Hokage cơ đấy
32118,Meo simmy
32119,"Cô ngân rap dở quá, hero team hát hay ơi là hay hoan hô hero team."
32120,Anh vịt ngầu quá
32121,Em ko biết chị simmy khịa cô ngân hay khen hà thảo linh cái đó em thắc mắt
32122,Chị sam ráp quá hay
32123,Sammy rap hay
32124,fan sammy x phong cận đâu rồi
32125,Mk thik hero team hơn
32126,Em thích cái này
32127,Top 1 nào m.n😆
32128,Ghê qua
32129,Tuột xuống rồi huhu top 19
32130,Cả hai bên đều hát hay quá 😍
32131,Hay quá anh phong anh as cách cả điều hay ❤❤❤🥰🥰🥰👍👍💯💯💯💯
32132,Em nhớ chị lắm Chị simmy chị trả lời comment của em đi không thấy chị em buồn lắm chị nhớ ra video nha em yêu Hero tin và thích nhất là chị đó em cũng thích Chỉ sơ mi giống chị nhưng không thích bằng chị được đâu Em thấy chị xem em nhảy rất đẹp mà chị nhảy không được em buồn thật sự luôn đó chị simmy ơi chị simmy à😞😞😞😞😞😞😞 em nhớ chị lắm chị simmy ơi😞😞😞😞😞😞😞😞😞😞😞
32133,Anh SiRo ráp hay
32134,mèo simmy nè
32135,cho một like
32136,hero team
32137,Em thich  chi  sam my
32138,Ai cung ngâu mà Bác gâu thì không có ngâu 😀😀😀😀😀😀
32139,có đứa ban lớp em ngày nào cũng viết mấy đoạn rap vào giấy
32140,Dộng chị sim như rô bót ấy
32141,Tàn máy người nổi tiếng 🥰
32142,Kamui và Phong Sam rap hay quá
32143,Top 1 thẳng tiến nào mn ơi
32144,Cày view mn ơi
32145,"chị  mèo  sim   my  hát   hay  quá  với  sam   my   hát   hay 
quá   đi"
32146,Ráp gắt quá  👏👏👏
32147,Top 2 rồiiiiiiiiiiiiiiiiiiii
32148,Mr vit
32149,HAHA
32150,T gameing rap hay ko
32151,Co ngan rap do qua simmy rap tuyet voi qua
32152,Anh chi moi va💘❤💙💖💙💕💔💞💗💚😎😎😎😎😎😎
32153,co ngan dep nhat va gao bac
32154,"Em ko có ý gì nhưng video này edits nhìu quá nên nó nhìn hơi ko hay, nên em mong bài rap tiếp theo sẽ ko có edits nhiều thế này. 
Xin đừng ""bully"" em 🥺"
32155,nghe như bọn chợ búa cãi nhau ấy nhỉ. mà không hiểu bọn mày thấy hay ở đâu.
32156,Co lennnnnnnnnnnnnmnnnn
32157,Hay đó ☺️
32158,Cố lên hero 💖💖
32159,"Em thít hero  team
😍😍🐶"
32160,"Mn có để ý giống mik hong : 
Phong trong câu rap luôn luôn có từ đẹp trai
Kamui lúc nào cũng ngồi
Gao bạc câu nào cũng có Cô Ngân 😅😅"
32161,Cô ngân gao bạc hát hay nhất còn simmy vs sammy hát như trẻ trâu ấy đặc biệt là simmy giọng trẩu quá
32162,Ok chị nha
32163,Rap cái gì vậy @@
32164,Quá đỉnh cao
32165,HERO hát hay nhất
32166,Hay quá🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
32167,Em fan cùông hero voi hevy nên em thuôc hêt cã bài lun
32168,Garena khinh nam lầy à sao ko thấy nam
32169,Hay quá à 🥰🥰🥰
32170,view thì tăng mà sao cứ tụt top
32171,Vào đây chủ yếu vì cô Ngân:)
32172,"Đây là đâu, trái đất hả mọi người"
32173,Lửa chùa nghe phát biết ngay😌
32174,Hokage ???
32175,Nói thật t ghét con misthy vck luôn cay đắng
32176,Thề hay vãi trưởng
32177,3:07 phong phát cơm chó miễn phí
32178,ủa mới đầu nghe thì hơi hài đó nhma giờ nghe quài nó bị cuốn mng ạ :)
32179,Đây là đoạn 10 giờ đoạn quối trong nhạc free fire
32180,nghe bài này xong k đi ỉa được :(
32181,Tụt top rồi😢
32182,.. M
32183,Nghe mãi ko chán 🥺🥺
32184,Chi Simmy rap hay hon
32185,Mn ới để tốc độ phát là 2x là cày nhanh lắm
32186,Miền nam rap mãi 1 kiểu này k chán à :))
32187,Chánghee
32188,hayyyyyyyyyyyyyy quá 100view đi nào
32189,Hãy quán
32190,Chị hà thảo linh Dinh quas
32191,ây tui rap lại đoạn của Vịt từ “Âm hồn bắt tán gọi tên bác gấu” tui cover lại thành “Âm hồn to đẹp như là bác gấu”
32192,hero time
32193,cho simmy và cô ngân đi thi rap việt là vưa
32194,anh phong cận hát hay
32195,sim rap hay nhất
32196,Lên lấy tốp 1 của jack cute quá đỉnh🤩🤩😍😍🥰🥰
32197,Anh qhong raq hay quá.
32198,Nghe không lọt tai
32199,Ngầu 👍👉👍👉👉👉
32200,Sao top 17 rồi
32201,hello
32202,Toàn trẻ trâu
32203,Bọn nó đọc gì vậy mn😂😂
32204,200N like rồi hí hí
32205,0379155955
32206,Đúng là lửa chùa
32207,1:22
32208,fan hero
32209,Hero tame
32210,Hay quá BÁC ơi!!!!!
32211,"Siro, kairon, mr vịt, kamui, phong, Sammy, simmy hát cực hay luôn đó nha [^^]"
32212,hay quá đi thôi
32213,Hay quá anh
32214,Tem này ngầu quá
32215,Ko nói nhiều đoạn ngân sát thủ là đỉnh nhất
32216,Team cô ngân
32217,Bày đặt gáy
32218,Đội cô ngân gà
32219,"Mèo simmy rap.             
Để tôi tiếp Cô Ngân
Hội chị em xê ra! Người chs hệ MP5 đấu với hệ MP3!
Và những kẻ Anti luôn ở bên chê ta
Ngày mai phải thốt lên Oh Damn,ghê nha!
Bởi vì ta luôn nỗ lực vươn tới đỉnh cao.Kỹ năng trao dồi,tốc độ ngày càng ảo kinh.
Khả năng cận chiến thì chẳng ai dám bảo khinh...Còn số người mà bảo xinh phải ngang Hà Thảo Linh!"
32220,Hello mấy anh mấy chị
32221,Ở đây thằng nào là căng nhất
32222,Simi Ngầu ghê mà em thấy tất cả đều ngầu😎😎😎😎😎😎😎😎🤗🤗🤗🤗🤗🤗🤗🤗
32223,🖤🖤🖤🖤🖤
32224,Hay của tụi nhỏ🤣🤣🤣
32225,Luôn ủng hộ hero team
32226,Chi simmy hát hay quá ik àà 👏👏👏👏❤❤❤❤💜💜💜
32227,fan cô ngân gao bạc đâu rồi
32228,Fan Phong cận đâu giơ tay lên nào
32229,Tap Cô Ngân vs Mèo Simmy k làm ae thất vọng 😂😂😂😂😂😂😂😂😂😂😂
32230,Phan cô ngân đâu rồi
32231,Mister vịt ko có tuổi
32232,Chị simmy ráp hay thế
32233,Lên top luôn rồi 💖😍
32234,Bọn hero team hát nhép 😏
32235,Nhạc hay đấy nhưng 90% là nhờ vào cái beat
32236,Cc
32237,16 top roi sao 😍😍😍😍😍😍😍😍
32238,anh phong đẹp trai quá
32239,Chị Hà Thảo Linh  xinh gái đẹp nhất
32240,Chị Simmy hát đoạn rap hay quá
32241,gắt quá đi à
32242,16 rồi bùn quá 😞😞😭😭😭
32243,Cô ngân rap đỉnh nhất
32244,Muốn khóc 😢
32245,Top 16 lun rồi hu hu
32246,l hero
32247,Thích rikaki rap nhất
32248,Méo hiểu haha
32249,Love you Hero team
32250,(#(3(9393
32251,9393(_)_
32252,SiRô ngau ghe
32253,Mình thích bác gấu vị quá gắt
32254,Mê thật đấyyy😆
32255,Cười muốn chết 😂😂😆😆
32256,Rap đỉnh quá
32257,Cơm tó của simmy và cô ngân yêu dấu
32258,1:21
32259,"Phong,simmy,timmy,vịt,kauron,kaumui,sirô,sammy, thôi"
32260,he ro tim ❤👍👌
32261,alo alo alo alo
32262,good job
32263,Lên top đi
32264,Cô ngân thay từ là mù simmeo nhỉ
32265,bác gấu hay quá
32266,Em thích anh siro
32267,Em thích anh phong cận tv
32268,Anh phong cận hát hay
32269,1:21
32270,Em thấy kamui hay quá
32271,DU lịch ở Đà lạt lâm Đồng đạo võ thuật và người thân của?
32272,Sau ảnh đại diện Kamui lùn thế
32273,Ui Siro ngầu quá
32274,Chị simmy ráp hay quá
32275,Phai phai rap hay thật 😂😂😂
32276,@ HERO TEAM
32277,"Simmy hay hơn cô ngân 
Thả tim sim cute"
32278,T Game co phong cach rat giong thong Game
32279,HERO team hát hay quá
32280,Đoạn cuối chị Simmy cười có duyên ghê !!!😁
32281,Cô Ngân
32282,T gaming thuộc phe nào vậy
32283,Team kô Ngân 😳
32284,Mn cài view để lên tab 1 thịnh hành nhé :3
32285,chị simmy giọng nghe hay quá kiểu y hệt sammy đúng là chị em sinh đôi
32286,Con bé áo hồng nhìn dễ thương phết nhỉ
32287,Tuột top rồi
32288,Hay quá hero team ơi quá đỉnh
32289,Hai quá😎😎😎🔥🔥🔥
32290,2:53 anh thử solo với chị Huyền ff đi hoặc RUOK FF đi
32291,Ê các bạn Có ai để ý anh siro
32292,Lên top thôi còn chờ gì nữa nhờ🤣
32293,2:24
32294,Hà Thảo Linh: Ơ cảm ơn chị Mèo Simmy! Chị cũng xinh đẹp mà không cần nghèo xiêm y!                                    Em thì luôn làm vua về nhì nên solo chắc thua cả kèo Timmy!
32295,Rất phai phai
32296,"Tôi đag nghe j vậy
Thật may mắn thời tôi nghe nhạc anh Ưng Hoàng Phúc vs Đan Trường"
32297,em chi sim rap hay qua
32298,Em
32299,😆
32300,Nhìn hero team nhìn ngứa mắt quá
32301,hay xuất sắc
32302,Lúc trước top3 giờ top 16 rồi  😑😑😢😑😑😑😑😑😑😑😑😑😑😡😡😡😡😡😢😢😢😢😠
32303,Hihi
32304,Lúc trước top3 mà giờ top 1😑😑😑😑😑😑😑rồi  😧😂😃😁😊💖😀😆
32305,Mình chọn hero team
32306,Top 16 lun hen!!
32307,👎👎👎👎👎
32308,hay quá bác ơi
32309,Hết nói nổi top16 haizzzzzzzzz tuột top nhanh thật
32310,❤️❤️❤️❤️❤️
32311,sao không có as mo bi le nhỉ?
32312,"Op,"
32313,Như đọc kinh tập thể á
32314,Co ngan sau va con ac dam chui siro nua
32315,Hơ hơ
32316,Bây h còn top 16
32317,Bác gấu nhìn ngầu ghê
32318,siro cung hat hay mhi
32319,Mèo simmy chị rap hay quá
32320,Idol phai phai ghê thế
32321,Lửa miễn phí
32322,A đù
32323,simmy va co ngan hat hay nhi va ha thao linh nua
32324,Ai chọn simy
32325,"Thanks for 45💖💖 
Aab 55 bhi karwa do bhai log jaldi❤🙏🙏"
32326,"Tôi vào chỉ để xem v** Simmy, tạm biệt."
32327,Anh vịt cũng là vịt thôi
32328,simmy rap hay quá
32329,Jk thi rap việt jk mấy chị ơi 😙😙
32330,Đại chiến free fire hero team và steamers hay quá lên lên đi yo yo
32331,Hero team là nhất 💖💖💖💖💖💖💖
32332,Giọng anh Vịt đỉnh vãi 👏
32333,Ha thao linh dang yeu
32334,Ai thích Simmy hay là cô ngân
32335,bắn như con bot mà hero team quá gáy trừ hero
32336,Tui thích đội cô ngân hơn cô ngân xinh hơn simmy
32337,:))
32338,em ủng hộ HERO TEAM
32339,Tiến thẳng top 1 đê mọi người ei 😜
32340,Siro rap hay nghê
32341,Chúc chị simmy và cô ngân ngày tốt nha em là fan hay người mãi mãi nha
32342,Em mong chị sẻ đọc cờ men này em yêu chị simmy và cô ngân mãi mãi
32343,Simmy hát hay quá và cô ngân nhưng hát nhỏ quá chị simmy và cô ngân
32344,Simmy mặt buồn cười quá 😂😂😂😂
32345,hẻo bắn pc mà chắp điện thoại
32346,Hero  team
32347,Si ro rap nhanh vãi
32348,Game phai phai nè 🤣
32349,R chu cung vo về c xem 19522
32350,Siro hát hay quá
32351,Nhạc hay nhỉ
32352,Ghê nha
32353,Cô ngân rap hay đấy ☻
32354,cô ngân hát giọng hơi kì🤨
32355,đây la rap af` =))
32356,Vip đoạn cô ngân với chị mèo thế
32357,Siro rap hơi dở:))
32358,team hero rap hay  team co ngan rap nghe mat oi
32359,Simmy hát hai
32360,Simmy là nhất
32361,Em chọn HERO team
32362,Helo he rô tem
32363,Giơ tay Cho a vịt và Hero tema
32364,nhanh pua ah  ro
32365,Hà Thảo Linh đc đấy!
32366,Cố lên 2 nhóm
32367,CHỈ MUỐN NÓI LÀ HERO TEAM GẮT GẮT GẮT
32368,Cô Ngân Gao Bac Ha Thao Linh rap hay
32369,Rikaki ác thật đấy
32370,Heloooo
32371,Lên top nào
32372,Đúng mấy thằng ngáo đá😌
32373,Chi Timmy rap nghe da tay re 😁
32374,min nghỉ game ai mua acc giúp min đc ko ạ
32375,Hello
32376,1:21
32377,1:21
32378,"Cô Ngân:
Đừng có cà khịa, ông phải dần biết lo đi
Sống trong cuộc đời này phải cần biết cho đi..
Nhưng cho đi khẩu nghiệp thì nghiệp quật nặng đấy
Lúc đấy thì Siro nên đổi thành Sorry!
A! Mèo Simmy! Thấy chị em mà sao không thả tim đi!
Cùng tỉ thí công bằng như là phim đi
Nếu không dám nhận lời thì thôi em im đi! Yaa!
Mèo Simmy:
Để tôi tiếp Cô Ngân, hội chị em xê ra!
Người chơi hệ MP5 đấu với hệ mp3!
Và Những kẻ Anti luôn ở bên chê ta...
Ngày mai phải thốt lên Oh Damn, Ghê Nha!
Bởi vì ta luôn nỗ lực vươn tới đỉnh cao
Kỹ năng trau dồi, tốc độ ngày càng ảo kinh
Khả năng cận chiến thì chẳng ai dám bảo khinh... 
Còn số người mà bảo xinh phải ngang Hà Thảo Linh"
32379,Hay
32380,Ai cũng đẹp em là fan hết tất cả
32381,cô ngân rap giở
32382,Chị sammy ca hay quá
32383,Em thích nhất khúc anh phong rap đứa nào động tới sanmy hihi
32384,"Simmy, Sammy, Timmy, Kamui hat hay qua"
32385,Hay quá
32386,Tuột xuống top15 tad thịnh hành r
32387,em chọn sim mui sam phong vịt em thích mấy anh cj rap
32388,hay quá
32389,Top 1 đi mà hụhu🤗🤗🤗🤗
32390,1:21
32391,Tuột top rồi
32392,Chỉ thấy Mister Vịt ok nhất á :))
32393,Clm
32394,20 tr lượt xem thẳng tiến
32395,Thik pha dizz của vịt
32396,Chị Thảo Linh xinh quá
32397,Em rap được đoạn của anh gao bạc và anh phong
32398,Herotim
32399,Ai fan của cô ngân đâu
32400,ai cũng đẹp hết
32401,Vịt chửi gấu là động vật😊🤣🤣. Tự huỷ à
32402,Free Fire muon nam😏😏😎😎
32403,Hay quáaa
32404,Sao kamui luc nao c ngoi
32405,Phong và sim và sam siro
32406,Phong và sim và sam siro
32407,Sammy
32408,Chị Sammy vs anh Phong Cận rap con phát cơm chó
32409,Hay quá đi🤩🤩🤩🤗❤️❤️❤️❤️💯💯💯💯💯✅✅✅🇨🇳
32410,Hên  rô ráp  hay
32411,"Gao Bạc rap lúc mô cũng có từ""Cô Ngân"""
32412,Cô ngân chơi vần đôi lo đi- cho đi
32413,Rikaki rap chắc
32414,Giọng và flow của gao bạc khá giống rich choi
32415,Mình chọn đội hero team
32416,Các bạn chọn đội nào ?
32417,Cho tôi hỏi đây là rap????🤔🤔🥰
32418,nghe đi nghe lại hay quá đi trở lại toppp 1 ❤️☺️☺️☺️
