,processed_text
15972,Hát thì mình mở mồm ra hát rõ chữ hộ cái . Từ nọ dính vào từ kia mà cũng hát được . :crying_face:
15973,Anh ấy dùng producer tốt nhất để ghép vài cái lyrics và chủ đề tệ nhất lmao :penguin: :penguin:
15974,ai muốn kết thúc cuộc đời mình nhanh hơn thì nghe nhiều vào
15975,"Khi các nhà khoa học đi sâu vào nhà máy hạt nhân chernobyl sau thảm họa , thứ họ tìm thấy không phải là chân voi mà là bài hát này ."
15976,bít cô pô
15977,Đang thích chơi pickle ball Nghe bài này cái không dám chơi vì sợ Sợ thành gay
15978,Đối thủ nặng kí của “ Thick of it ”
15979,"Anh hẹn em Pickleporn :ping_pong: :glowing_star: Ta vờn nhau Pickleporn :party_popper: :sparkling_heart: Tay vợt bên dưới hông :person_playing_handball: ‍ :male_sign: :running_shoe: Anh đập banh , đập banh :collision: :person_running: ‍ :male_sign: Đến em mạnh vào :flexed_biceps: :fire: Ta chỉ chơi Pickleporn :balloon: :sparkles: Không nên vượt mức Pickleporn :prohibited: :bullseye: Đưa vợt anh tiếp banh :chopsticks: :tennis: High and low :chart_increasing: :chart_decreasing: Từ thấp đến trên cao :sunrise: :rainbow: Ta chỉ gặp chơi Pickleporn . :confetti_ball: :trophy:"
15980,"Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball . Verse : Chơi bao nhiêu nhưng em nhắc anh Em không dễ dàng Không nên tia em , tia trái banh Thua game , rời em Không được lơ là đưa chân quá gần Hãy kiềm chế nào ! Thua mà 5 lần , em sẽ nằm trên anh ( Ý anh là điểm mà ! ) Pre Chorus : Thế nào là hơn thua Thế nào là mình ganh đua Em focus vào tâm trí anh chưa ? Vừa thắng liền tham lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào … . . Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball Verse 2 Pick it up . Pick it up . Pick it up Your ball Aim at me now Take that Smack that Holla back at me You came for it Let me hit you back Bang bang bang bang bang bang bang It sounds really bad Better look up Or I will catch up … and Sheesh ! Pre Chorus : Thế nào là hơn thua Thế nào là mình ganh đua Em focus vào tâm trí anh chưa ? Vừa thắng liền tham lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào … . . Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball Post Chorus Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về ( Down the line ) Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về Ta chỉ gặp chơi Pickleball … Chơi xong về …"
15982,Giai điệu thì hay nhưng mà lyric như cớt thiệt lun
15983,Thoát Hoan đã phải chui vào ống đồng chạy về trung quốc vì quá sợ bài hát này
15984,tôi đang nghe cái quần què zì vậy
15985,nhạc lớn hơn giọng ổng nữa mẹ ơi
15986,Nghe cũng được :red_heart:
15987,Tk sáng tạc ra nhạc này bị tật
15988,"bạn bị lãng tai , lúc nhớ lúc không và người rất yếu , còn bị táo bón nữa nhưng sau khi nghe xong bài này , lần đầu tiên tôi thấy nó đứng dậy , đập điện thoại móp cột đèn rồi đi ear"
15989,"Đây là bài hát khiến cho người bị tâm thần bình thường lại và khiến cho từ "" nhà thương điên "" chỉ còn là cái tên"
15990,Tính ra bài này cũng có đoạn hay đó các bạn từ 3 : 15 trở đi cũng không tệ lắm
15991,"Bạn tôi bị liệt cả người nhưng sau khi nghe bài này thì lại khúm núm co quắt cả người và đứng dậy để tắt nhạc , tác phẩm tuyệt vời"
15992,"Trước đây mình từng là một con nghiện internet : chơi game 6 tiếng / ngày , lướt facebook , lên discord chửi nhau và rizz đám nhóc skibidi ohio giả gái alime . Sau khi anh đã cho ra một bài hát tuyệt vời như thế này , em cảm thấy cuộc sống của mình không nên chỉ gói gọn lại trong 4 bức tường dưới tầng hầm nhà hàng xóm , em cần điều gì đó tươi sáng , mới mẻ trong cuộc sống . Chính vì vậy , em đã tắt điện thoại , đi tắm , ra ngoài chạm cỏ , hít đất , hấp thụ khí ô xi và không bao giờ quay trở lại youtube nữa . Cảm ơn anh . . ( update : đã được 3 ngày tiếp xúc với thế giới bên ngoài và tránh xa mạng xã hội nhưng tôi cảm thấy cuộc sống đã tốt hơn , thậm chí tôi còn đang tranh cử với tổng thống Donald Trump để xem ai là người thừa kế ngôi vị chủ nhân của nứov Mỹ )"
15993,Hay quá em bắn ra đầy nhà rồi
15994,nhac nhu L
15995,beat ok mà nhỉ ? còn lyric thì nó với bài gì gì đấy của tlink 1 9 1 10 mà sao không ai nói gì ?
15996,Sau khi nghe xong bài hát này tôi rất ngưỡng mộ những người bị điếc
15997,Lần đầu tiên tôi thấy may mắn vì không ai đưa cái này vào đề thi
15998,"ông tôi đã bật dậy đập nát cái tivi khi tôi mở bài này , điều đáng ngạc nhiên là ông bị bại liệt 2 năm trời , lạy chúa omen"
15999,Ô mai gót Thick of it bản Việt Nam : không
16000,Người điếc nghe còn thấy phản cảm :smiling_face_with_hearts:
16001,"​ ​ Anh hẹn em Pickleball :ping_pong: :glowing_star: Ta vờn nhau Pickleball :party_popper: :sparkling_heart: Tay vợt bên dưới hông :person_playing_handball: ‍ :male_sign: :running_shoe: Anh đập banh , đập banh :collision: :person_running: ‍ :male_sign: Đến em mạnh vào :flexed_biceps: :fire: Ta chỉ chơi Pickleball :balloon: :sparkles: Không nên vượt mức Pickleball :prohibited: :bullseye:"
16004,hiệu ứng bóng bảy quá
16005,nghe riết ghiền rồi
16006,Nghe nhiều cũng hay : ) )
16007,Đọc comment tôi chỉ muốn cười vì nó rất hài dón : )
16008,thằng bạn bị liệt trong phòng vội đứng dậy đi ra ngoài
16009,tôi đã sai khi chửi vê vê là thảm họa âm nhạc
16010,Tôi bị táo bón 4 ngày nay nghe bài này tôi phọt luôn đấy
16012,Bi dưa chuột :face_with_tears_of_joy: :face_with_tears_of_joy:
16013,"Ah đừng để ý những lời nói tồi tệ của họ , vì bài này tệ hơn những lời nói đó nhiều :grinning_face_with_sweat:"
16014,"xứng đáng đi too , bạo hành thính giác người nghe"
16015,tôi đang nghe cl gì đây trời : ) )
16016,Cho hỏi bro này là ai thế ạ
16017,Ôi bạn tôi đang đi ỉa và phải đi ra để tắt bài nhạc :crying_face:
16019,"Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball . Verse : Chơi bao nhiêu nhưng em nhắc anh Em không dễ dàng Không nên tia em , tia trái banh Thua game , rời em Không được lơ là đưa chân quá gần Hãy kiềm chế nào ! Thua mà 5 lần , em sẽ nằm trên anh ( Ý anh là điểm mà ! ) Pre Chorus : Thế nào là hơn thua Thế nào là mình ganh đua Em focus vào tâm trí anh chưa ? Vừa thắng liền tham lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào … . . Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball Verse 2 Pick it up . Pick it up . Pick it up Your ball Aim at me now Take that Smack that Holla back at me You came for it Let me hit you back Bang bang bang bang bang bang bang It sounds really bad Better look up Or I will catch up … and Sheesh ! Pre Chorus : Thế nào là hơn thua Thế nào là mình ganh đua Em focus vào tâm trí anh chưa ? Vừa thắng liền tham lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào … . . Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball Post Chorus Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về ( Down the line ) Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về Ta chỉ gặp chơi Pickleball … Chơi xong về …"
16020,Ê tôi qua đây từ mấy cmt bên drama MH nhắn tin mạt sát nyc của HTH á bây . mẹ đọc cmt bài này tôi cừi khùng luôn á trời :rolling_on_the_floor_laughing:
16021,Mấy bữa nay em bị ỉa chảy sau khi nghe được bài này thì lỗ đít nó bịt lại luôn cảm ơn anh nhiều
16022,bài này hay đến mức người bị điếc vừa hồi phục lại nghe thì họ liền cảm thấy hối hận vị đã chửa trị tai của họ :skull:
16023,Nghe như dái
16024,Nghe cái điểm gì cứ giật giật í
16025,Bài này thực sự hay ở 3 : 16 trở đi cảm ơn phú quí
16026,tôi đang nghe cái gì vậy chời
16027,"Anh hẳn là người dũng cảm lắm , đời em chưa thấy ai như anh cả . Anh mà dirty talk thì đéo anh vượt nổi anh . Bro đem cả bộ phim khiêu dâm bdsm vào lyric luôn mà . Tôi đề nghị thêm bài này vào phương pháp tra tấn và hỏi cung của chị . an"
16029,( = tôi đọc cmt cười điên
16030,Đọc cmt cười điên = )
16031,nghe cái lên cơn mấy mom ạ
16032,"My child is paralyzed in both legs . When he hears this song , he has to stand up and turn off the video ."
16033,lần đầu tiên trong đời tôi lại ghen tị với những người bị khiếm thính
16034,"Tôi không thể nào tin được đây là một anh trai luôn á , thua neko land nữa :face_with_tears_of_joy: :face_with_tears_of_joy:"
16035,Em đang có ý định chơi pickleball . Cảm ơn anh vì đã cho em nhận ra rằng mình không nên chơi bộ môn này .
16036,Trông như video sex gay up sai nền tảng
16037,Chúng mày cứ chê đi rồi trở thành nạn nhân như tôi thôi suốt ngày nghe bài này
16038,Bài hát ấn tượng nhất năm ( nghe mà rỉ nước mắt )
16039,nghe xong miệng dưới khóc ướt nhẹp
16040,Nghe xog bài này từ tắc ẻ như toi đã ẻ lỏng ẻ đủ mọi thứ cảm ơn anh đã làm em hết tắc ẻ :red_heart:
16042,Đâu tôi mấy ngày nay kiểu : Anh hẹn em píc cờ bôn :smiling_face_with_hearts:
16043,những người xem bài hát này đều là người ở trong đám tang của bà tôi :moai:
16044,Giọng hay nhạc hay mà lyric như sẽ gay vậy ô nọi mẹ oi
16045,nhôn lừ
16046,Em xin lỗi anh jack vì chê nhạc anh
16047,bá đạo thiệt chớ
16048,Ngại dùm bố :face_with_tears_of_joy:
16049,Cảm ơn anh đã đem đến bài hát này . Con mèo nhà em nó quậy quá em mở bài này cho nó nghe tự nhiên nó ngoan ngoãn ngồi yên không dám kêu meo luôn anh ơi .
16050,Eo wtf
16051,"đẹp trai thì bình thường tí được không = ) như tôi đây này , đẹp trai , bình thường , chứ đẹp trai mà cứ làm nhạc dở dở nghe như cặc này thì thiên hạ cười cho chết"
16052,đụ má giao lyric ra đây
16053,Bài này tắt tiếng đi nghe hay quá mọi người ạ :smiling_face_with_smiling_eyes:
16054,Rác mạng xã hội
16055,Chưa bao giờ tôi thấy thích xem mv này đến vậy bởi vì tôi chỉ đọc mỗi comment : ) )
16056,Hahaha đọc cmt cười xĩu
16057,Bài hát không hay cmt hay :face_with_tears_of_joy:
16058,Sau khi nghe bài của anh thì tôi thấy đôi khi bị điếc cũng là 1 lợi thế
16059,Nghe xong phọt hết me nó shit
16060,No hiểu háy gì :crying_face:
16061,Hát cái chó gì vậy ?
16062,Bro cook and gave us posion :loudly_crying_face: :folded_hands:
16063,Wow cuối cùng tôi tìm được 1 bài tệ nhất mà tôi từng nghe :face_with_open_mouth:
16064,"Nếu như tôi chết , trong đám tang của tôi sẽ bật bài này vì tôi có thể bật nắp quan tài và tắt cmn bài này đi , cảm ơn :growing_heart:"
16065,Từ tik tok qua đây nghe thử xem nó dở như nào ai ngờ moẹ nó dở thiệc luôn nghe mà muốn đập cái thoại luôn
16066,nhạc nhảm lồl
16067,Đến bin laden cũng chẳng làm được thảm họa như này
16068,"Vì thấy lạ nên mình tò mò nghe thử , tự nhiên mình cảm thấy nhạc của Jack còn hay chán nghe xong muốn điếc ngang = )"
16069,Nghe khắm quá :face_vomiting: :nauseated_face:
16070,Vào đây chỉ để xem bình luận vì tôi thấy bình luận còn hay hơn cả bài hát :star-struck:
16071,Nó đáng sợ hơn thế chiến thứ 2 . Ad bên Chuyện của Hà Nội đã gieo nỗi đau này vào tôi
16072,Cảm ơn anh em bị táo bón mới nghe cái em ẻ được luôn :face_with_open_mouth:
16073,Lỗ tai tôi đã biểu tình kịch liệt
16075,Đang mắc ỉa nghe bài này thì tôi không giữ được mà phọt con mịa nó luôn
16076,"sau khi nge bài này xog , tôi cảm thấy ghen tỵ với những người điếc"
16077,án tử hình vừa thêm một cách mới
16079,Bài này theo tôi thấy rất hay thằng bạn tôi bị cụt tay tôi cho nó nghe nó mọc lại tay để tắt nhạc luôn cảm ơn Tác giả bài này :red_heart: :red_heart:
