,processed_text
14029,Ê hát gi cái lời tôi không nghe được :smiling_face_with_smiling_eyes: :smiling_face_with_smiling_eyes:
14030,Lỗ tai tôi điếc từ đây :crying_face:
14031,Ê chê chê vậy chứ nghe riết thuộc luôn rồi mấy ní = )
14032,Kì quá đi :crying_face:
14033,tôi sẽ mở loa to khi gặp cặp đôi đang chửi nhau .
14034,Nghe bài nó chán còn hơn cả thằng nyc .
14035,This make thick of it sounds better :loudly_crying_face:
14036,Chơi bao nhiêu ma to3s mới viết được bài này vậy ta
14037,tôi nợ KSI 1 lời xin lỗi
14038,"I ' mày gonna lie , this song is fire :fire: :fire:"
14039,""" Thick of it "" phiên bản việt nam"
14040,nhạc như .
14041,píc cà pô
14042,như cẹc luôn bây
14043,nhạc sex gay
14044,không có vấn đề gì với nhạc có vấn đề với cái visualizer anh có thực sự trả lương đang hoàng cho bên ekip không vậy :disappointed_face:
14045,"Mọi người đều cho rằng Thắng chơi đá khi làm nhạc , cho đến khi họ xem Đỗ Phú Qúi"
14046,Bựa vãi cả lúa
14047,hay ngang Thick Of It
14048,Em cứ nghĩ mình là sự thất bại của tạo hóa và bài hát đã an ủi em rất nhiều :smiling_face_with_smiling_eyes:
14049,:cross_mark: Mở MV để nghe nhạc :check_mark_button: Mở MV để đọc cmt :face_with_tears_of_joy: :face_with_tears_of_joy:
14050,sao moi nguoi lai so sanh bai nay voi thick of it
14051,Tôi nghĩ thay vì cho án chung thân thì nên cho tù nhân nghe bài này liên tục 3 ngày
14052,Có lẽ chúng ta đã quá khắt khe với Phí Phương Anh .
14053,Bài này mà ra sớm hơn trend pick cờ bôn thì Các chủ sân Ối zồi Ôi luôn :rightwards_pushing_hand:
14054,Nghệ thuật :cross_mark: Gay :check_mark_button:
14055,thảm họa nền âm nhạc
14056,bta
14057,"giữa 2 lựa chọn , một là bị thiến dái 2 là nghe bài hát này , tôi chọn thiến dái"
14058,thêm lyrics vào luôn MV đi
14059,Giờ nhớ lại tự nhiên thấy mèo simmy hát cũng hay :crying_face: :crying_face:
14060,""" Cảm ơn bài hát của bạn ! Trước đây mình khổ sở vì táo bón kinh niên , mỗi lần vào nhà vệ sinh là như bước vào một cuộc thi marathon trường kỳ , không biết bao giờ mới tới đích . Có lần ngồi cả tiếng đồng hồ mà vẫn không đâu vào đâu , vừa mệt mỏi , vừa bức bối . Nhưng thật kỳ lạ , sau khi nghe bài hát của bạn , tự nhiên cảm giác lại khác hẳn ! Mọi thứ trôi chảy một cách nhẹ nhàng và bất ngờ . Mình không biết là do nhạc của bạn có phép thuật hay do tâm lý được thư giãn , nhưng đúng là trải nghiệm "" nhẹ bụng "" hiếm có ! Có lẽ từ nay mỗi khi vào nhà vệ sinh , mình sẽ bật bài hát này như một bí kíp riêng để thêm phần ' trơn tru ' ! """
14061,"Cảm ơn Quí , tôi là một chủ sân pickleball . Hôm đó tôi muốn đóng cửa sớm vì có việc bận mà không biết làm thế nào , thật tình cờ khi bật bài hát của bạn lên thì mọi người đều đi về hết . Chân thành cám ơn giai điệu này của bạn , chúc bạn không bao giờ ra bài nào nữa"
14062,píc cô bo :fire: :speaking_head: :fire: :speaking_head:
14063,"Ôi cảm ơn anh rất nhiều ạ , con bạn thân em bị liệt nửa người nay đã tự chạy đến chỗ em để tắt nhạc :smiling_face_with_smiling_eyes:"
14064,Cái nên được thuộc vào top các loại tra tấn đáng sợ nhất trên thế giới
14065,Đọc cmt cười ẻ
14066,bài hát có thể làm chó cắn mèo kêu hát cho ông lão trong lều bò ra
14067,Em yêu bài này < 3
14068,Những người chê Pickleball không biết gì về Thick of it :speaking_head: :fire:
14069,cảm ơn bạn vì bài hát tuyệt vời này đã chữa khỏi căn bệnh táo bón của tôi
14070,41k dislike = ) )
14071,Bài hát này đã giúp cho đứa bạn tôi bị táo bón :hot_face: :hot_face:
14072,tôi không tới để nghe nhạc . tôi tới để đọc cmt
14073,Tôi bật bài này trong đám ma của tôi và mọi người đều muốn nằm vào hòm thay tôi
14074,"Nghe toàn thấy banh với dập là sao , pickleball là phải vậy sao :face_with_raised_eyebrow:"
14075,"Thiết nghĩ BCA nên kiến nghị Quốc hội về cách xử . . tôi phạm nhân bằng cách cho tử tù nghe 24 / 7 bài này , đỡ tốn kinh phí tiêm thuốc : ( ("
14076,"Trước giờ tôi luôn sợ người khác bàn tán nói về mình , nên luôn đeo tai phone nhưng từ khi vô tình nghe được bài này tôi đã có dũng khí để vứt đi và đập tan chiếc tai phone của mình . và tôi đã nhận ra rằng thế giới ngoài kia nói tôi còn dễ nghe hơn bài hát này . Cảm ơn Đỗ Phú Quí đã cho tôi can đảm để có ngày hôm nay"
14077,Cảm ơn đỗ phú quý từ ngày mv bạn ra mắt tôi cảm thấy cuộc sống này thật tuyệt khi mà âm nhạc của bạn đã chữa lành bệnh thực vật của tôi
14078,"Bật bài này trong đám tang của tôi , từ đó mọi người sẽ ganh tỵ vì tôi là người ở trong quan tài"
14079,"Đối thủ của tất cả đứng im , cần collap với Ngô Kiến Huy"
14080,"Nhạc nghe mà rạo rực "" cửa sau "" :frog:"
14081,bài này là nhạc chế hả
14082,bài này cho người điếc một lí do để thấy hạnh phúc
14083,Nghe gay lọ vãi cả lúa
14084,"khi bị đột nhập , mở nhạc , nhỏ sát nhân : * lạy *"
14085,hay quá anh ơi :red_heart:
14086,Nghe không hiểu nội dung lắm hẹn em vờn em :face_with_tears_of_joy:
14087,Sau khi xem bài hát này em đã rất ganh tị với những người bị điếc em cảm ơn anh
14088,chiu
14089,Động lực nào giúp anh có thể ra được cái bài nhạc nó tra tấn lỗ tai như thế này
14090,nghe mãi cũng thấy cuốn cuốn = )
14091,"cảm ơn anh , thằng bạn thực vật của tôi nghe bài này xong nó tự đứng dậy tắt điện thoại rồi . Cảm ơn anh đã đưa bạn tôi trở lại bình thường"
14092,Sao mọi người cứ chê nhỉ nhạc hay mà Hay khi tắt tiếng
14093,FBI và CIA nên tuyển dụng các nhân tài như thế này sau khi nghe xong bài nay tôi nghỉ bác sĩ có tài đến mấy cũng chào thua vì bênh nhân đang sống thực vật cũng phải dậy tắt chứ nghe tra tấn quá
14094,"Những người chửi anh Quí và bài Pickle Ball đều không biết gì về "" rác """
14095,Xuất tinh rồi anh ơi :loudly_crying_face:
14096,cảm ơn anh trai nhiều ạ . ca từ mạnh mẽ diễn viên điển trai . bạn thân em bị lịêt nửa ngừơi bây giờ đã đứng dạy biết đánh pickleball rồi ạ huhu
14097,Bài hát này nghe hoàn hảo khi tắt âm và tắt màn hình
14098,Rác thải âm nhạc
14099,Nhạc vậy cũng hát được tau thua mày đó
14100,"Cảm ơn em , con anh không chịu ăn anh sẽ bật bài này . Cháu nó sẽ sợ lắm : vậy"
14101,"Thế nào là sợ hãi , tôi đã hiểu . cảm ơn anh Quí :crying_face:"
14102,Bài này hay nhất khúc 3 : 15
14103,""" em nhật anh """
14104,"Viên ngọc thô của nền nhạc Việt , càng mài càng thô = )"
14105,Nhạc nghe bắt tai lắm bạn . Cố gắng lên nhé . Lời cũng khá thời thượng và nhiều ẩn ý . Nhưng lườm khán giả nhiều quá thôi . Chứ nhạc Ok
14106,Bài này đã chữa thằng bạn tôi khỏi bị liệt chân vì nghe xong nó đứng lên chạy ngay trước khi nó phát nhạc
14107,người ta : vào nghe nhạc xong bình luận tôi : đọc bình luận và ngồi cười
14108,Tôi cảm thấy bị quấy rối khi nghe bài này và nhìn anh ta nhảy te te te
14109,"Âm thanh đi trước ánh sáng , vì thế đầu mv trông có vẻ thú vị cho đến khi phú quí cất lời hát :red_heart:"
14110,tin k63 thpt sơn tây hà nội chúc anh mạnh khỏe
14111,đám tang tôi chỉ cần bật bài này lên thì tôi sẽ sống dậy thêm mấy phauts nữa để tắt nó :grinning_face_with_sweat:
14112,"Bài này có được phát hành đâu , nó đã trốn thoát cơ mà"
14113,có hướng dẫn sử dụng tai không ?
14114,"Mắc ỉa 3 ngày không đi được , may quá hôm nay đã đi được rồi ạ :grinning_face_with_sweat: em cảm ơn"
14115,Bài này như sếch gay :smiling_face_with_smiling_eyes:
14116,"Từ táo bón giờ thành ẻ chảy , cảm ơn tác giả đã giúp em thông ruột :grinning_face:"
14117,nhạc anh hay quá :red_heart:
14118,ANH HẸN EM ĐI PICKLEBALL ANH ĐẠP BANH ĐẬP BANH MẠNH VÀO MẠNH VÀO
14119,"Chiến tranh đã qua 5 thập kỷ nhưng ảnh huỏng của chất độc màu da cam vẫn còn đến giờ , đây là 1 ví dụ"
14120,Cái mẹ gì vậy
14121,hài dón
14122,nhạc hay quá anh ơi ( em sạo )
14123,bài này hay
14124,"Bài này viết cho hiện tại mà tôi cảm tưởng viết cho tươg lai mãi 70 năm sau , vì lúc í tôi ở dạg vong lih thì may ra mới thẩm được bài hát này"
14125,Ta đập nhau pí ca bôn . Dập nhanh đập banh . vãi cả lúa bài hát bệnh vãi :face_with_tears_of_joy:
14126,Tắt cụ nó lyric để nhạc cũng đỡ :crying_face:
14127,bạn em mới mất được mấy ngày . Hôm qua là đám tang của bạn em thì em lỡ bật nhạc của anh lên rồi để quên ở đó . Lúc quay lại thì em thấy bạn em sống dậy và nhảy xuống sông
14128,Tò mò từ facebook sang nghe xem như thế nào nhưng giật mình nhận ra đấy là lựa chọn sai lầm của việc lướt newfed facebook :pleading_face:
14129,tôi phải tắt chế độ an toàn để nghe thứ này và để lại comment + 1 dislike
14130,Nhạc cho mấy con đũy thích ngắm trai nghe :face_holding_back_tears:
14131,"Thật ra thì ông này đẹp trai mà mọi người , mỗi tội vid slide powerpoint replay hơi cringe thôi . Phần nhạc thì khỏi nói , tôi là người điếc phải đập bàn khen hay"
14132,Cảm ơn nhiều nhé trước khi tôi nghe bài này nhà tôi ở đối diện bệnh viện tâm thần còn bây giờ tôi đang ở đối diện nhà tôi
14133,Hay quá . Tuyệt vời . Cho 2 like
14134,Nghe như đấmm vào zái vậy
14135,"Loại ca sĩ thời vụ , đảm bảo 2 tháng nữa không ai nhớ đến bài hát này"
14136,"đang điếc tự nhiên nghe được luôn , tuyệt quá"
14137,mẹ tôi nói thẳng là nhạc dở như con củ chị . ặ . c三三ᕕ ( ᐛ ) ᕗ
14138,Anh trai say hi thật sự mất mặt vì anh :smiling_face_with_tear:
14139,TÔI GHEN TỊ VỚI NHỮNG NGƯỜI ĐIẾC KHI NGHE BÀI HÁT NÀY : (
14140,3 : 15 cả bài em ưng nhất đoạn này anh quí ơi :party_popper: :fire:
14141,mẹ đọc cmt cười vãi cả lúa cười :grinning_face_with_sweat:
14142,"tuyệt tác âm thanh , tuyệt đối điện ảnh"
14143,"Từ trước đến giờ chưa ghét 1 bài hát nào , và sau khi nghe bảng nhạc của đỗ phú quí :face_holding_back_tears: :face_holding_back_tears:"
14144,"Bài hát này không được phát hành , nó tẩu thoát ra :speaking_head:"
14145,Theo tôi thì bài này là đối thủ cân sức với thick of it của ksi
14146,"Bài hát hay đấy , tôi sẽ đặt bài này làm chuông báo thức cho mỗi buổi sáng sớm và tôi sẽ dậy trước khi nó báo ."
14147,"Ông hàng xóm tôi bị cụt hai tay , sau khi nghe bài nhạc này ông ấy đã mộc tay và tắt bài nhạc"
14148,trời oi cái cmt :loudly_crying_face:
14149,KSI nếu như anh ấy làm nhạc ở việt nam
14150,"hay quá anh ơi , em re em re ~"
14151,"Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball . Verse : Chơi bao nhiêu nhưng em nhắc anh Em không dễ dàng Không nên tia em , tia trái banh Thua game , rời em Không được lơ là đưa chân quá gần Hãy kiềm chế nào ! Thua mà 5 lần , em sẽ nằm trên anh ( Ý anh là điểm mà ! ) Pre Chorus : Thế nào là hơn thua Thế nào là mình ganh đua Em focus vào tâm trí anh chưa ? Vừa thắng liền tham lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào … . . Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball Verse 2 Pick it up . Pick it up . Pick it up Your ball Aim at me now Take that Smack that Holla back at me You came for it Let me hit you back Bang bang bang bang bang bang bang It sounds really bad Better look up Or I will catch up … and Sheesh ! Pre Chorus : Thế nào là hơn thua Thế nào là mình ganh đua Em focus vào tâm trí anh chưa ? Vừa thắng liền tham lam Lùi chút chút lùi về sau không chạm Lùi xuống sâu vào … . . Chorus : Anh hẹn em Pickleball Ta vờn nhau Pickleball Tay vợt bên dưới hông Anh đập banh , đập banh Đến em mạnh vào Ta chỉ chơi Pickleball Không nên vượt mức Pickleball Đưa vợt anh tiếp banh High and low Từ thấp đến trên cao Ta chỉ gặp chơi Pickleball Post Chorus Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về ( Down the line ) Ta chỉ gặp chơi Pickleball ( Don ’ tôi cross the line ) Xong đi về ( Down the line ) Ta chỉ được chơi Pickleball ( Don ’ tôi cross the line ) Chơi xong về Ta chỉ gặp chơi Pickleball"
14152,rất hay ạ
14153,Mv lẩu gà bình thuận cháy go
14154,"Thằng bạn tôi bị rối loạn cương dương , lần nào cũng cứng không kiểm soát nhưng sau khi nghe bài này nó đã không thể cứng lại được nữa . Thực sự tôi không bt nên cảm ơn Phú như thế nào cho hết"
14155,"Từ người bị táo bón , mà mình ỉa 10 lần 1 ngày khi nghe thảm họa này"
14156,bắn tùm lum
14157,anh ơi em ra rồi sươngs qua
